PartitionKey,RowKey,Timestamp,ServicesContexComputing_ObjectIDB,ServicesContexComputing_ObjectIDB@type,ServicesContexComputing_ObjectIDA,ServicesContexComputing_ObjectIDA@type
1L2,bb8ed2e8-a115-485b-b87a-0c9324b2414e,2019-05-05T14:39:27.670Z,183156dc-4ce9-481b-9c94-0fb45d667aca,Edm.Guid,495ffe2e-9d2e-4d4d-9aeb-7db522abba7b,Edm.Guid
